OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD110001,09-01-2024,BR28,Germany,Hamburg,CUST1147,PROD644,Accessories,Wireless Mouse,Apple,4,159.6,0.29,0.18,534.85,UPI,In-Store,EMP817,0,1,Same Day,6,EUR
ORD110002,08-06-2023,BR16,UAE,Dubai,CUST2374,PROD492,TV,LG OLED 48,Lenovo,2,84.33,0.12,0.18,175.14,Cash,Online,EMP343,1,1,Same Day,2,EUR
ORD110003,20-11-2023,BR67,UK,Birmingham,CUST9004,PROD154,TV,LG OLED 48,Lenovo,5,632.7,0.24,0.18,2837.03,Cash,Online,EMP642,0,0,Same Day,3,GBP
ORD110004,30-04-2024,BR108,USA,New York,CUST7679,PROD205,Tablet,Lenovo Tab P11,Lenovo,5,126.25,0.22,0.18,581,Cash,Online,EMP522,0,0,Express,4,EUR
ORD110005,27-06-2023,BR12,India,Mumbai,CUST8483,PROD782,Accessories,Wireless Mouse,LG,4,273.68,0.24,0.18,981.74,Cash,Online,EMP888,3,1,Same Day,3,USD
ORD110006,03-06-2023,BR5,Germany,Berlin,CUST3305,PROD487,Tablet,Samsung Galaxy Tab,Sony,4,679.34,0.28,0.18,2308.67,UPI,Online,EMP509,0,0,Standard,6,USD
ORD110007,15-09-2024,BR116,USA,Dallas,CUST7221,PROD414,Tablet,Lenovo Tab P11,OnePlus,1,239.08,0.15,0.18,239.8,Debit Card,Online,EMP568,3,0,Express,7,AED
ORD110008,09-10-2023,BR67,UK,Manchester,CUST2505,PROD198,Mobile,OnePlus 11,Sony,1,1850.22,0.13,0.18,1899.44,Cash,Online,EMP223,0,0,Express,9,AED
ORD110009,12-08-2024,BR111,UAE,Dubai,CUST1583,PROD447,TV,Samsung QLED 50,Sony,4,1942.55,0.26,0.18,6784.94,Cash,Online,EMP399,0,1,Express,1,AED
ORD110010,26-01-2024,BR23,UAE,Abu Dhabi,CUST7775,PROD879,TV,Samsung QLED 50,LG,5,119.66,0.14,0.18,607.15,Credit Card,In-Store,EMP381,0,1,Standard,6,GBP
ORD110011,18-06-2024,BR62,India,Bangalore,CUST3906,PROD709,Tablet,Lenovo Tab P11,Dell,2,1733.04,0.23,0.18,3149.28,Net Banking,In-Store,EMP468,1,1,Same Day,5,INR
ORD110012,25-05-2024,BR6,Germany,Berlin,CUST9463,PROD447,Mobile,Samsung Galaxy S23,Lenovo,5,360.52,0.28,0.18,1531.49,Net Banking,In-Store,EMP563,2,0,Standard,9,INR
ORD110013,19-02-2024,BR22,USA,Los Angeles,CUST4408,PROD273,Mobile,OnePlus 11,HP,5,1974.24,0.21,0.18,9201.93,UPI,In-Store,EMP347,0,1,Express,4,AED
ORD110014,29-11-2023,BR70,UK,Manchester,CUST3329,PROD178,Accessories,Wireless Mouse,Apple,2,1660.28,0.13,0.18,3408.89,Credit Card,In-Store,EMP669,3,0,Express,7,GBP
ORD110015,11-11-2023,BR2,USA,Dallas,CUST2429,PROD475,Laptop,HP Spectre x360,HP,4,1700.37,0.22,0.18,6260.08,Net Banking,In-Store,EMP373,2,1,Standard,2,GBP
ORD110016,16-11-2024,BR91,Germany,Berlin,CUST9337,PROD800,Tablet,Lenovo Tab P11,OnePlus,4,993.5,0.1,0.18,4220.39,Debit Card,In-Store,EMP714,1,0,Same Day,1,INR
ORD110017,03-07-2024,BR23,UAE,Abu Dhabi,CUST1449,PROD824,Accessories,Bluetooth Headphones,Dell,4,875.87,0.24,0.18,3141.92,Debit Card,In-Store,EMP345,2,1,Standard,10,USD
ORD110018,10-03-2024,BR3,India,Bangalore,CUST2768,PROD121,TV,LG OLED 48,Apple,3,1903.56,0.22,0.18,5256.11,Net Banking,Online,EMP272,3,0,Same Day,1,USD
ORD110019,11-03-2024,BR54,USA,New York,CUST7267,PROD511,Laptop,MacBook Air M2,Lenovo,4,144.89,0.11,0.18,608.65,UPI,In-Store,EMP345,2,1,Express,3,GBP
ORD110020,18-07-2023,BR81,UAE,Dubai,CUST1565,PROD224,Mobile,iPhone 14,Lenovo,3,1203.44,0.15,0.18,3621.15,UPI,In-Store,EMP634,1,0,Standard,5,INR
ORD110021,11-04-2023,BR70,UAE,Abu Dhabi,CUST1021,PROD383,Mobile,OnePlus 11,OnePlus,1,1540.89,0.03,0.18,1763.7,Net Banking,In-Store,EMP814,1,0,Express,10,INR
ORD110022,06-10-2024,BR112,India,Pune,CUST1577,PROD482,Mobile,iPhone 14,Sony,1,944.62,0.15,0.18,947.45,Debit Card,In-Store,EMP628,1,1,Same Day,7,INR
ORD110023,08-06-2024,BR76,Germany,Berlin,CUST1044,PROD430,TV,LG OLED 48,HP,2,1689.45,0.16,0.18,3349.17,Debit Card,Online,EMP372,2,0,Standard,2,GBP
ORD110024,04-07-2024,BR18,USA,Dallas,CUST4318,PROD406,Accessories,Bluetooth Headphones,Apple,4,612.82,0.09,0.18,2632.18,Credit Card,In-Store,EMP654,0,1,Express,6,USD
ORD110025,24-01-2023,BR34,Germany,Hamburg,CUST8800,PROD100,TV,Samsung QLED 50,Sony,5,1174.42,0.12,0.18,6097.59,UPI,Online,EMP778,0,0,Standard,2,EUR
ORD110026,26-09-2023,BR60,Germany,Munich,CUST9279,PROD850,Laptop,MacBook Air M2,OnePlus,1,1763.06,0.22,0.18,1622.72,Debit Card,In-Store,EMP354,0,0,Express,1,INR
ORD110027,20-06-2023,BR45,Germany,Munich,CUST2099,PROD264,Laptop,Dell XPS 13,OnePlus,1,803.17,0.17,0.18,786.62,Cash,In-Store,EMP427,2,0,Standard,10,INR
ORD110028,09-11-2024,BR84,UK,Birmingham,CUST8804,PROD472,Laptop,MacBook Air M2,Dell,3,1232.87,0.19,0.18,3535.13,Cash,Online,EMP779,1,1,Same Day,3,GBP
