OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD105001,18-08-2024,BR106,Germany,Munich,CUST1234,PROD467,TV,LG OLED 48,Dell,4,1050.26,0.12,0.18,4362.36,Debit Card,In-Store,EMP442,0,1,Express,5,INR
ORD105002,30-10-2024,BR72,UK,London,CUST1687,PROD461,Tablet,Samsung Galaxy Tab,Sony,3,359.91,0.01,0.18,1261.34,Debit Card,Online,EMP304,2,1,Express,4,EUR
ORD105003,02-07-2024,BR69,India,Delhi,CUST6461,PROD989,Laptop,MacBook Air M2,Sony,3,1087.99,0.25,0.18,2888.61,Debit Card,Online,EMP502,2,0,Express,10,GBP
ORD105004,03-05-2024,BR14,Germany,Munich,CUST5729,PROD298,Accessories,Wireless Mouse,Dell,3,599.14,0.26,0.18,1569.51,Debit Card,Online,EMP525,2,0,Same Day,9,USD
ORD105005,18-08-2023,BR105,Germany,Berlin,CUST1782,PROD474,Mobile,Samsung Galaxy S23,OnePlus,5,656.62,0.02,0.18,3796.58,Net Banking,Online,EMP770,3,1,Same Day,1,EUR
ORD105006,15-09-2023,BR21,UAE,Abu Dhabi,CUST9872,PROD346,Laptop,HP Spectre x360,LG,4,1549.67,0.1,0.18,6583,Cash,Online,EMP516,3,0,Same Day,3,USD
ORD105007,06-12-2024,BR65,UAE,Dubai,CUST4649,PROD705,Accessories,Wireless Mouse,OnePlus,3,1352.42,0.23,0.18,3686.43,UPI,Online,EMP551,3,1,Standard,4,EUR
ORD105008,28-10-2023,BR14,USA,New York,CUST7561,PROD585,Mobile,iPhone 14,Samsung,2,1155.14,0.26,0.18,2017.34,Debit Card,In-Store,EMP467,3,0,Express,3,INR
ORD105009,15-02-2023,BR83,India,Mumbai,CUST5374,PROD799,Tablet,Samsung Galaxy Tab,Sony,2,522.36,0.18,0.18,1010.87,Net Banking,In-Store,EMP752,2,0,Standard,8,GBP
ORD105010,04-01-2023,BR22,India,Delhi,CUST8218,PROD444,TV,Sony Bravia 55,LG,2,1499.54,0.01,0.18,3503.53,Credit Card,In-Store,EMP769,2,0,Same Day,6,INR
ORD105011,12-08-2023,BR27,USA,Chicago,CUST8858,PROD198,Tablet,Lenovo Tab P11,Samsung,3,364.64,0.12,0.18,1135.93,Credit Card,In-Store,EMP478,0,1,Standard,5,AED
ORD105012,09-01-2024,BR75,Germany,Hamburg,CUST2267,PROD705,TV,Samsung QLED 50,Samsung,5,1786.64,0.04,0.18,10119.53,Net Banking,In-Store,EMP348,3,0,Same Day,5,USD
ORD105013,14-03-2023,BR73,USA,Dallas,CUST1471,PROD225,Laptop,Dell XPS 13,Sony,4,812.48,0.07,0.18,3566.46,Debit Card,Online,EMP706,0,0,Same Day,8,USD
ORD105014,27-06-2024,BR14,USA,Los Angeles,CUST1704,PROD326,Accessories,Wireless Mouse,Samsung,2,1436.09,0.13,0.18,2948.58,Debit Card,In-Store,EMP998,0,0,Express,2,AED
ORD105015,17-11-2023,BR47,Germany,Berlin,CUST4813,PROD288,Accessories,Keyboard,OnePlus,1,585.26,0.26,0.18,511.05,Credit Card,Online,EMP230,3,0,Same Day,4,GBP
ORD105016,01-01-2024,BR53,UAE,Dubai,CUST5903,PROD137,Mobile,iPhone 14,LG,2,1771.82,0.05,0.18,3972.42,UPI,In-Store,EMP446,3,0,Express,1,AED
ORD105017,20-12-2024,BR114,UAE,Dubai,CUST2014,PROD694,TV,Sony Bravia 55,HP,1,1951.67,0.17,0.18,1911.47,Credit Card,In-Store,EMP599,3,0,Express,6,USD
ORD105018,25-07-2024,BR88,UK,Manchester,CUST1840,PROD730,Laptop,MacBook Air M2,Lenovo,3,706.44,0.16,0.18,2100.67,Credit Card,In-Store,EMP357,2,0,Express,6,AED
ORD105019,04-01-2024,BR68,USA,Los Angeles,CUST2316,PROD389,Accessories,Keyboard,OnePlus,2,1004.77,0.25,0.18,1778.44,Debit Card,Online,EMP349,1,1,Same Day,5,GBP
ORD105020,15-09-2024,BR69,UAE,Dubai,CUST6194,PROD462,Accessories,Bluetooth Headphones,LG,4,384.56,0.03,0.18,1760.67,UPI,In-Store,EMP627,0,1,Express,9,EUR
ORD105021,20-07-2024,BR5,UAE,Dubai,CUST9443,PROD229,Accessories,Bluetooth Headphones,HP,5,66.29,0.18,0.18,320.71,Credit Card,In-Store,EMP786,2,1,Same Day,9,USD
ORD105022,18-02-2024,BR82,UK,Manchester,CUST2877,PROD741,TV,Samsung QLED 50,LG,2,231.17,0.16,0.18,458.27,Cash,In-Store,EMP810,1,1,Standard,6,USD
ORD105023,25-08-2024,BR43,Germany,Hamburg,CUST6807,PROD616,Mobile,OnePlus 11,Lenovo,5,807.37,0.02,0.18,4668.21,Credit Card,In-Store,EMP878,3,0,Same Day,2,INR
ORD105024,08-07-2023,BR47,UK,London,CUST9841,PROD807,Tablet,Samsung Galaxy Tab,Lenovo,2,1047.86,0.27,0.18,1805.25,Cash,In-Store,EMP782,0,0,Standard,9,AED
ORD105025,08-04-2023,BR76,USA,Chicago,CUST4237,PROD794,Mobile,OnePlus 11,Samsung,1,1218.17,0.18,0.18,1178.7,Net Banking,Online,EMP527,2,0,Standard,5,USD
ORD105026,17-08-2024,BR66,India,Pune,CUST3892,PROD648,Accessories,Wireless Mouse,Dell,4,115.46,0.25,0.18,408.73,Net Banking,Online,EMP988,1,0,Same Day,9,GBP
ORD105027,17-02-2024,BR89,UK,Manchester,CUST7221,PROD322,Accessories,Bluetooth Headphones,Sony,5,877.14,0.04,0.18,4968.12,Net Banking,In-Store,EMP730,0,0,Standard,1,GBP
ORD105028,17-07-2024,BR45,UAE,Dubai,CUST2897,PROD184,Accessories,Keyboard,Lenovo,5,1357.36,0.09,0.18,7287.67,Net Banking,Online,EMP836,1,1,Standard,10,EUR
ORD105029,09-09-2023,BR39,India,Mumbai,CUST4061,PROD458,TV,LG OLED 48,HP,5,991.58,0.13,0.18,5089.78,Credit Card,In-Store,EMP378,0,0,Standard,1,EUR
ORD105030,13-09-2024,BR40,UK,Manchester,CUST6302,PROD208,TV,LG OLED 48,Lenovo,5,1012.11,0.25,0.18,4478.59,Cash,In-Store,EMP423,3,0,Express,2,GBP
ORD105031,09-06-2024,BR32,UK,Manchester,CUST5800,PROD997,Laptop,MacBook Air M2,Lenovo,5,396.52,0.05,0.18,2222.49,Cash,Online,EMP256,1,0,Express,7,INR
ORD105032,22-07-2023,BR42,UAE,Dubai,CUST4802,PROD771,Laptop,HP Spectre x360,Apple,2,1127.13,0.14,0.18,2287.62,Cash,In-Store,EMP325,0,0,Express,4,EUR
