OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD130001,22-08-2024,BR79,USA,New York,CUST2154,PROD308,Accessories,Keyboard,Lenovo,1,1855.87,0.22,0.18,1708.14,Debit Card,In-Store,EMP975,0,0,Express,2,AED
ORD130002,27-08-2024,BR19,UAE,Abu Dhabi,CUST8189,PROD544,Accessories,Bluetooth Headphones,Samsung,5,909.61,0.28,0.18,3864.02,Credit Card,Online,EMP246,1,1,Standard,5,EUR
ORD130003,29-02-2024,BR104,UAE,Abu Dhabi,CUST7612,PROD123,Laptop,Dell XPS 13,Lenovo,5,1330.78,0.03,0.18,7616.05,Net Banking,In-Store,EMP288,0,0,Same Day,2,INR
ORD130004,01-06-2024,BR23,India,Mumbai,CUST8760,PROD906,Accessories,Wireless Mouse,LG,3,1442,0.24,0.18,3879.56,Cash,In-Store,EMP725,1,0,Express,1,INR
ORD130005,24-01-2023,BR81,UAE,Abu Dhabi,CUST2194,PROD369,Accessories,Bluetooth Headphones,Samsung,3,54.86,0.19,0.18,157.31,Credit Card,Online,EMP721,0,0,Standard,9,USD
ORD130006,27-09-2024,BR67,India,Mumbai,CUST8588,PROD818,Tablet,Samsung Galaxy Tab,LG,2,81.23,0.24,0.18,145.69,UPI,Online,EMP508,2,1,Express,3,GBP
ORD130007,21-02-2024,BR15,India,Bangalore,CUST2647,PROD709,Accessories,Keyboard,Dell,2,889.71,0.1,0.18,1889.74,Debit Card,Online,EMP736,0,1,Same Day,7,GBP
ORD130008,04-09-2024,BR106,UAE,Abu Dhabi,CUST8164,PROD432,Tablet,iPad Air,HP,3,527.79,0.21,0.18,1476.02,Debit Card,Online,EMP206,1,1,Express,6,USD
ORD130009,29-06-2024,BR52,India,Pune,CUST8880,PROD328,Accessories,Bluetooth Headphones,Samsung,4,149.16,0.02,0.18,689.95,Net Banking,In-Store,EMP249,0,1,Express,9,GBP
ORD130010,27-02-2024,BR118,UK,Birmingham,CUST8303,PROD700,Tablet,Samsung Galaxy Tab,Samsung,1,605.94,0.05,0.18,679.26,Credit Card,In-Store,EMP814,3,0,Same Day,3,USD
ORD130011,19-09-2023,BR54,UK,Manchester,CUST1023,PROD823,Accessories,Wireless Mouse,HP,1,923.09,0.15,0.18,925.86,UPI,Online,EMP706,1,1,Standard,6,INR
ORD130012,05-07-2023,BR109,India,Mumbai,CUST3637,PROD707,TV,Sony Bravia 55,OnePlus,4,406.38,0,0.18,1918.11,UPI,Online,EMP783,0,0,Standard,1,GBP
ORD130013,02-09-2024,BR104,India,Delhi,CUST7473,PROD942,Mobile,OnePlus 11,Samsung,2,1299.47,0.26,0.18,2269.39,UPI,In-Store,EMP937,1,1,Same Day,7,USD
ORD130014,15-07-2023,BR69,USA,New York,CUST9468,PROD916,TV,Sony Bravia 55,Apple,5,793.02,0.03,0.18,4538.45,Net Banking,Online,EMP745,1,0,Same Day,9,INR
ORD130015,03-06-2024,BR29,Germany,Munich,CUST3664,PROD936,Accessories,Keyboard,Samsung,2,685.59,0.09,0.18,1472.37,Credit Card,Online,EMP666,1,0,Express,9,AED
ORD130016,22-07-2023,BR104,India,Mumbai,CUST3910,PROD696,Tablet,Lenovo Tab P11,Lenovo,4,748.46,0.01,0.18,3497.4,Debit Card,Online,EMP405,1,1,Express,3,USD
ORD130017,11-08-2023,BR26,Germany,Berlin,CUST1194,PROD485,Mobile,OnePlus 11,Lenovo,4,1240.25,0.26,0.18,4331.95,UPI,In-Store,EMP252,2,1,Standard,1,USD
ORD130018,23-06-2024,BR25,USA,Los Angeles,CUST2216,PROD428,TV,LG OLED 48,LG,3,212.26,0.05,0.18,713.83,Net Banking,Online,EMP780,0,1,Standard,2,INR
ORD130019,27-08-2024,BR34,USA,New York,CUST1661,PROD761,Accessories,Bluetooth Headphones,Sony,3,330.75,0.07,0.18,1088.9,Cash,Online,EMP831,3,0,Same Day,7,USD
ORD130020,23-04-2023,BR80,USA,Dallas,CUST1319,PROD494,Accessories,Bluetooth Headphones,Dell,4,541.75,0.21,0.18,2020.08,Cash,Online,EMP411,0,1,Same Day,7,INR
ORD130021,30-03-2024,BR119,USA,Dallas,CUST5963,PROD309,Laptop,MacBook Air M2,Sony,5,275.76,0.03,0.18,1578.17,Cash,In-Store,EMP210,3,0,Express,3,USD
ORD130022,11-02-2024,BR2,UAE,Dubai,CUST7444,PROD526,Mobile,Samsung Galaxy S23,Dell,5,1873.15,0.27,0.18,8067.66,Credit Card,Online,EMP506,2,1,Standard,10,AED
ORD130023,28-08-2024,BR35,Germany,Munich,CUST8993,PROD240,Laptop,MacBook Air M2,Samsung,4,1654.98,0.27,0.18,5702.4,Credit Card,In-Store,EMP728,0,1,Standard,4,INR
ORD130024,16-10-2023,BR47,UK,London,CUST4067,PROD226,Laptop,HP Spectre x360,LG,4,945.71,0.24,0.18,3392.45,Cash,In-Store,EMP525,1,1,Standard,3,GBP
ORD130025,17-02-2024,BR34,UAE,Abu Dhabi,CUST7005,PROD311,Mobile,iPhone 14,Apple,5,281.2,0.02,0.18,1625.9,Net Banking,In-Store,EMP379,0,0,Express,7,EUR
ORD130026,21-09-2023,BR81,Germany,Hamburg,CUST1401,PROD450,TV,LG OLED 48,Lenovo,3,76.01,0.2,0.18,215.26,Credit Card,Online,EMP833,0,0,Express,1,GBP
ORD130027,27-02-2024,BR58,UK,London,CUST1080,PROD269,Tablet,Samsung Galaxy Tab,Lenovo,1,1460.73,0.21,0.18,1361.69,Credit Card,Online,EMP578,3,0,Express,3,EUR
ORD130028,02-10-2024,BR78,UK,London,CUST3841,PROD108,Mobile,iPhone 14,LG,1,774.76,0,0.18,914.22,Cash,In-Store,EMP928,3,1,Express,7,AED
ORD130029,17-04-2023,BR114,UAE,Dubai,CUST9741,PROD876,Tablet,iPad Air,HP,1,541.6,0.23,0.18,492.1,Cash,Online,EMP620,3,0,Same Day,2,INR
ORD130030,19-01-2024,BR95,UK,Birmingham,CUST9527,PROD226,TV,LG OLED 48,OnePlus,4,1677.85,0.09,0.18,7206.7,Cash,In-Store,EMP620,1,1,Same Day,4,INR
ORD130031,12-10-2024,BR86,USA,Chicago,CUST6869,PROD235,Mobile,Samsung Galaxy S23,Dell,2,1355.76,0.01,0.18,3167.6,Net Banking,Online,EMP643,2,0,Express,2,USD
