OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD100000,16-10-2024,BR76,USA,New York,CUST7912,PROD132,Tablet,iPad Air,HP,2,1486.12,0.2,0.18,2805.79,Credit Card,Online,EMP423,1,0,Same Day,10,USD
ORD100001,28-07-2024,BR44,India,Delhi,CUST5552,PROD259,Laptop,MacBook Air M2,Sony,1,1529.67,0.05,0.18,1714.76,Debit Card,In-Store,EMP304,0,1,Express,2,GBP
ORD100002,19-12-2023,BR71,UAE,Abu Dhabi,CUST5803,PROD949,Mobile,OnePlus 11,OnePlus,5,293.41,0.28,0.18,1246.41,Cash,In-Store,EMP791,1,0,Same Day,2,USD
ORD100003,08-11-2024,BR21,India,Bangalore,CUST7065,PROD463,Mobile,iPhone 14,Samsung,4,592.05,0.19,0.18,2263.53,Debit Card,In-Store,EMP918,0,1,Same Day,3,AED
ORD100004,08-09-2023,BR106,India,Delhi,CUST1525,PROD924,Accessories,Bluetooth Headphones,HP,3,1693.56,0.23,0.18,4616.31,UPI,In-Store,EMP474,0,0,Standard,10,GBP
ORD100005,06-08-2023,BR96,Germany,Munich,CUST8019,PROD697,Accessories,Wireless Mouse,Sony,2,530.92,0.17,0.18,1039.97,Net Banking,In-Store,EMP424,1,1,Same Day,8,USD
ORD100006,18-02-2023,BR68,USA,Los Angeles,CUST5119,PROD666,Laptop,HP Spectre x360,LG,5,173.88,0.11,0.18,913.04,Credit Card,Online,EMP898,2,1,Same Day,6,USD
ORD100007,28-10-2023,BR112,Germany,Berlin,CUST5889,PROD961,Accessories,Wireless Mouse,Sony,5,1535.83,0.15,0.18,7702.19,Cash,Online,EMP356,2,0,Standard,9,AED
ORD100008,01-01-2023,BR31,UAE,Abu Dhabi,CUST1949,PROD346,Accessories,Wireless Mouse,Samsung,3,1763.51,0.25,0.18,4682.12,Cash,Online,EMP287,3,1,Standard,9,INR
ORD100009,12-05-2023,BR92,Germany,Hamburg,CUST6107,PROD508,Laptop,MacBook Air M2,LG,2,1861.38,0.23,0.18,3382.5,UPI,In-Store,EMP729,3,0,Standard,4,INR
ORD100010,07-03-2023,BR30,UK,London,CUST2104,PROD132,TV,Samsung QLED 50,HP,5,479.42,0.02,0.18,2772.01,UPI,Online,EMP726,1,0,Express,8,INR
ORD100011,06-07-2024,BR55,India,Delhi,CUST7735,PROD578,Laptop,MacBook Air M2,LG,2,233.94,0.2,0.18,441.68,Credit Card,Online,EMP262,3,1,Same Day,6,USD
ORD100012,12-09-2023,BR57,India,Pune,CUST2604,PROD151,TV,LG OLED 48,Dell,4,407.8,0.14,0.18,1655.34,Cash,Online,EMP295,1,0,Standard,7,EUR
ORD100013,07-05-2024,BR37,India,Delhi,CUST7930,PROD813,Mobile,iPhone 14,LG,1,1971.35,0.08,0.18,2140.1,Cash,In-Store,EMP358,1,1,Express,4,USD
ORD100014,16-08-2024,BR8,UAE,Dubai,CUST9320,PROD182,Tablet,iPad Air,Apple,5,979.74,0.28,0.18,4161.94,Debit Card,Online,EMP809,0,0,Same Day,4,EUR
ORD100015,03-05-2023,BR120,UAE,Dubai,CUST5272,PROD309,TV,Samsung QLED 50,Apple,5,209.87,0.2,0.18,990.59,UPI,Online,EMP471,3,1,Standard,5,EUR
ORD100016,20-11-2023,BR120,USA,New York,CUST6718,PROD170,Accessories,Keyboard,Samsung,1,1098.39,0.15,0.18,1101.69,Debit Card,In-Store,EMP491,1,0,Express,9,GBP
ORD100017,18-09-2024,BR35,UAE,Dubai,CUST5616,PROD719,TV,LG OLED 48,Samsung,2,565.71,0.27,0.18,974.61,Debit Card,In-Store,EMP408,2,0,Same Day,8,GBP
ORD100018,22-02-2023,BR21,USA,Dallas,CUST8239,PROD664,Tablet,iPad Air,Apple,3,1553.68,0.19,0.18,4455.02,Net Banking,Online,EMP314,0,1,Same Day,3,AED
ORD100019,06-02-2023,BR116,UK,Birmingham,CUST6862,PROD315,TV,Sony Bravia 55,LG,2,131.57,0.11,0.18,276.35,Debit Card,Online,EMP562,3,0,Same Day,3,INR
ORD100020,16-06-2023,BR35,India,Delhi,CUST3608,PROD906,Mobile,iPhone 14,Lenovo,4,1614.36,0.26,0.18,5638.64,Credit Card,In-Store,EMP239,3,0,Standard,4,EUR
ORD100021,25-12-2023,BR45,UK,London,CUST9346,PROD509,Laptop,Dell XPS 13,HP,4,690.11,0.26,0.18,2410.42,Cash,In-Store,EMP228,0,1,Express,3,AED
ORD100022,29-09-2023,BR50,USA,New York,CUST4114,PROD360,TV,LG OLED 48,Lenovo,3,900.97,0.3,0.18,2232.6,Credit Card,In-Store,EMP201,1,0,Express,7,USD
ORD100023,11-11-2024,BR52,UK,Birmingham,CUST5844,PROD667,Tablet,Lenovo Tab P11,Samsung,3,1038.89,0.2,0.18,2942.14,Debit Card,Online,EMP630,3,1,Same Day,3,AED
ORD100024,05-08-2024,BR60,UK,Manchester,CUST8238,PROD552,TV,Sony Bravia 55,Sony,3,459.86,0.24,0.18,1237.21,Debit Card,In-Store,EMP953,1,1,Same Day,2,GBP
ORD100025,11-06-2024,BR32,UAE,Abu Dhabi,CUST8784,PROD725,Mobile,iPhone 14,Sony,2,1622.8,0.04,0.18,3676.62,Credit Card,In-Store,EMP624,1,0,Same Day,7,EUR
ORD100026,14-02-2024,BR7,India,Pune,CUST5082,PROD968,Mobile,iPhone 14,LG,2,392.98,0.29,0.18,658.48,Credit Card,In-Store,EMP336,3,1,Same Day,9,AED
ORD100027,01-09-2024,BR58,UK,Manchester,CUST5246,PROD869,TV,Samsung QLED 50,LG,5,919.53,0.05,0.18,5153.97,Debit Card,In-Store,EMP984,3,1,Same Day,4,GBP
ORD100028,26-03-2024,BR30,USA,Chicago,CUST7275,PROD810,Laptop,MacBook Air M2,Lenovo,3,1791.4,0.02,0.18,6214.72,Debit Card,Online,EMP265,3,0,Express,6,AED
ORD100029,22-04-2024,BR62,Germany,Berlin,CUST1096,PROD460,Laptop,MacBook Air M2,LG,5,1894.82,0.01,0.18,11067.64,UPI,In-Store,EMP629,1,1,Express,4,GBP
ORD100030,22-03-2024,BR117,Germany,Berlin,CUST7455,PROD706,Accessories,Bluetooth Headphones,LG,2,1688.99,0.28,0.18,2869.93,Cash,Online,EMP285,3,0,Standard,8,INR
ORD100031,21-02-2023,BR97,UK,Manchester,CUST7906,PROD358,Tablet,iPad Air,OnePlus,3,708.13,0.26,0.18,1855.02,Credit Card,In-Store,EMP219,0,1,Express,4,USD
ORD100032,29-10-2024,BR73,USA,New York,CUST4571,PROD576,Laptop,Dell XPS 13,Apple,5,347.15,0.04,0.18,1966.26,UPI,In-Store,EMP371,0,0,Standard,5,USD
ORD100033,15-08-2024,BR14,USA,Chicago,CUST5941,PROD970,TV,Samsung QLED 50,LG,4,1885.87,0.06,0.18,8367.23,Cash,Online,EMP779,0,0,Express,9,EUR
ORD100034,08-11-2024,BR56,UK,London,CUST6934,PROD750,TV,Samsung QLED 50,Lenovo,1,1706.67,0.25,0.18,1510.4,Net Banking,Online,EMP645,1,0,Same Day,9,GBP
ORD100035,22-09-2024,BR36,UAE,Abu Dhabi,CUST8385,PROD349,Accessories,Bluetooth Headphones,Sony,3,1710.84,0.25,0.18,4542.28,Net Banking,In-Store,EMP544,0,0,Express,6,INR
ORD100036,14-05-2024,BR67,India,Bangalore,CUST4130,PROD187,Tablet,Samsung Galaxy Tab,Sony,5,1417.31,0.08,0.18,7693.16,Debit Card,In-Store,EMP700,1,0,Same Day,8,EUR
ORD100037,03-04-2024,BR71,USA,New York,CUST9698,PROD452,Tablet,iPad Air,LG,2,647.1,0.17,0.18,1267.54,Net Banking,In-Store,EMP560,3,1,Express,5,GBP
ORD100038,25-08-2023,BR13,USA,Los Angeles,CUST4180,PROD403,Tablet,iPad Air,Dell,2,471.95,0.15,0.18,946.73,Debit Card,In-Store,EMP383,2,1,Standard,9,INR
ORD100039,08-10-2023,BR61,USA,New York,CUST8843,PROD551,TV,LG OLED 48,Dell,4,250.05,0,0.18,1180.24,UPI,Online,EMP252,2,1,Express,2,USD
ORD100040,15-02-2024,BR11,Germany,Berlin,CUST5066,PROD221,TV,Samsung QLED 50,Apple,2,340.94,0.17,0.18,667.83,Cash,In-Store,EMP820,1,1,Same Day,7,EUR
ORD100041,29-03-2024,BR81,UK,Birmingham,CUST4457,PROD370,Accessories,Bluetooth Headphones,Apple,5,1922.21,0.03,0.18,11000.81,Credit Card,Online,EMP445,1,0,Same Day,2,INR
ORD100042,03-01-2023,BR10,Germany,Munich,CUST4824,PROD370,TV,LG OLED 48,Sony,1,501.38,0.21,0.18,467.39,Cash,Online,EMP635,0,1,Same Day,4,INR
ORD100043,30-09-2023,BR57,India,Mumbai,CUST3037,PROD579,Mobile,iPhone 14,Sony,5,1510.47,0.17,0.18,7396.77,UPI,In-Store,EMP478,3,1,Express,2,AED
ORD100044,10-02-2023,BR98,Germany,Hamburg,CUST5415,PROD690,Tablet,Lenovo Tab P11,Sony,1,228.09,0.29,0.18,191.09,Credit Card,Online,EMP681,3,0,Express,3,AED
ORD100045,22-03-2024,BR43,Germany,Berlin,CUST7744,PROD810,Accessories,Bluetooth Headphones,LG,3,676.06,0.03,0.18,2321.45,Net Banking,In-Store,EMP878,3,0,Same Day,1,EUR
ORD100046,01-04-2023,BR53,UK,Manchester,CUST1888,PROD292,Tablet,iPad Air,LG,5,1658.61,0,0.18,9785.8,Cash,In-Store,EMP837,3,1,Same Day,8,USD
ORD100047,28-07-2023,BR91,UK,Birmingham,CUST3594,PROD418,Laptop,MacBook Air M2,OnePlus,4,286.78,0.29,0.18,961.06,Cash,Online,EMP765,3,0,Standard,4,USD
ORD100048,17-04-2024,BR61,USA,Los Angeles,CUST4993,PROD567,Accessories,Keyboard,Sony,5,1425.55,0.12,0.18,7401.46,Cash,Online,EMP592,1,1,Same Day,9,INR
ORD100049,13-03-2023,BR111,UK,Manchester,CUST3434,PROD557,Tablet,Lenovo Tab P11,Sony,1,601.54,0.09,0.18,645.93,Cash,In-Store,EMP553,2,1,Same Day,9,EUR
ORD100050,11-04-2024,BR96,UK,London,CUST8749,PROD822,Laptop,HP Spectre x360,LG,2,1719.23,0.12,0.18,3570.5,Net Banking,In-Store,EMP879,1,1,Express,1,INR
ORD100051,29-05-2024,BR53,UAE,Abu Dhabi,CUST3529,PROD176,Mobile,Samsung Galaxy S23,Samsung,5,1825.36,0,0.18,10769.62,Net Banking,In-Store,EMP546,3,0,Same Day,2,GBP
ORD100052,21-11-2024,BR30,UAE,Abu Dhabi,CUST2480,PROD544,Tablet,Lenovo Tab P11,OnePlus,5,120,0.02,0.18,693.84,Credit Card,Online,EMP654,1,1,Same Day,5,USD
ORD100053,17-02-2023,BR22,UK,London,CUST3868,PROD180,Tablet,Samsung Galaxy Tab,Lenovo,4,333.86,0.16,0.18,1323.69,Cash,In-Store,EMP834,1,0,Express,10,INR
ORD100054,26-08-2023,BR87,Germany,Hamburg,CUST9955,PROD261,Tablet,Samsung Galaxy Tab,Sony,1,1802.87,0.14,0.18,1829.55,Credit Card,In-Store,EMP553,2,1,Same Day,7,GBP
ORD100055,12-04-2024,BR90,UK,London,CUST5837,PROD122,Accessories,Bluetooth Headphones,Samsung,2,793.66,0.11,0.18,1667,Net Banking,In-Store,EMP208,0,1,Same Day,8,GBP
ORD100056,24-08-2023,BR81,UAE,Abu Dhabi,CUST2591,PROD742,Laptop,HP Spectre x360,HP,5,538.72,0.23,0.18,2447.4,Credit Card,In-Store,EMP651,0,0,Same Day,6,INR
ORD100057,03-04-2023,BR68,UK,Manchester,CUST9221,PROD379,Accessories,Wireless Mouse,HP,2,1583.7,0.26,0.18,2765.77,Debit Card,In-Store,EMP693,2,1,Same Day,6,USD
ORD100058,24-04-2024,BR34,USA,Los Angeles,CUST9791,PROD226,Laptop,HP Spectre x360,LG,5,763.26,0.24,0.18,3422.46,Net Banking,In-Store,EMP888,2,0,Same Day,7,GBP
ORD100059,21-04-2023,BR117,India,Delhi,CUST5951,PROD764,Mobile,OnePlus 11,Lenovo,5,481.67,0.02,0.18,2785.02,Net Banking,Online,EMP343,0,1,Standard,5,EUR
ORD100060,29-04-2023,BR76,USA,Los Angeles,CUST3531,PROD524,TV,Sony Bravia 55,LG,4,773.47,0.28,0.18,2628.56,Credit Card,In-Store,EMP830,3,1,Express,1,GBP
ORD100061,11-08-2023,BR8,Germany,Munich,CUST7523,PROD382,Laptop,MacBook Air M2,Samsung,3,1111.71,0.29,0.18,2794.17,Debit Card,Online,EMP665,0,1,Same Day,4,AED
ORD100062,22-01-2023,BR105,USA,Chicago,CUST4817,PROD436,Laptop,Dell XPS 13,HP,1,1668.14,0.17,0.18,1633.78,Debit Card,Online,EMP483,1,0,Standard,9,GBP
ORD100063,28-06-2023,BR7,USA,New York,CUST3076,PROD859,Laptop,Dell XPS 13,Lenovo,2,1198.26,0,0.18,2827.89,Net Banking,Online,EMP963,0,1,Express,8,GBP
ORD100064,09-06-2024,BR59,UAE,Dubai,CUST1510,PROD162,Accessories,Keyboard,HP,5,134.56,0.23,0.18,611.31,Net Banking,In-Store,EMP636,0,1,Express,8,USD
ORD100065,24-03-2023,BR49,UK,Birmingham,CUST9692,PROD401,Laptop,Dell XPS 13,Dell,3,1267.42,0.18,0.18,3679.07,Net Banking,In-Store,EMP301,0,1,Same Day,9,INR
ORD100066,16-03-2024,BR41,Germany,Berlin,CUST5176,PROD483,Accessories,Bluetooth Headphones,OnePlus,4,861.18,0.03,0.18,3942.83,Debit Card,In-Store,EMP268,0,1,Standard,2,EUR
ORD100067,09-04-2023,BR112,UK,London,CUST1842,PROD394,TV,Sony Bravia 55,Lenovo,1,851.08,0.26,0.18,743.16,Cash,In-Store,EMP560,0,1,Same Day,9,INR
ORD100068,08-06-2023,BR109,Germany,Berlin,CUST1430,PROD723,Mobile,Samsung Galaxy S23,Lenovo,1,1537.08,0.17,0.18,1505.42,UPI,Online,EMP384,2,1,Same Day,5,GBP
ORD100069,26-12-2023,BR12,USA,Los Angeles,CUST9691,PROD320,Laptop,HP Spectre x360,LG,1,326.66,0.19,0.18,312.22,Net Banking,In-Store,EMP664,2,0,Standard,6,GBP
ORD100070,29-11-2023,BR85,UAE,Dubai,CUST7947,PROD597,Mobile,iPhone 14,Dell,5,147.04,0.02,0.18,850.19,Cash,In-Store,EMP624,2,1,Standard,9,USD
ORD100071,20-12-2023,BR77,Germany,Berlin,CUST1897,PROD107,Tablet,Lenovo Tab P11,OnePlus,5,1350.91,0.01,0.18,7890.67,Debit Card,In-Store,EMP416,1,1,Express,5,GBP
ORD100072,03-05-2023,BR10,USA,Dallas,CUST7505,PROD982,Accessories,Wireless Mouse,Dell,4,1088.54,0.07,0.18,4778.26,Credit Card,In-Store,EMP219,3,1,Standard,6,AED
ORD100073,15-03-2024,BR107,UAE,Abu Dhabi,CUST6928,PROD190,Accessories,Bluetooth Headphones,Samsung,4,90.67,0.1,0.18,385.17,Net Banking,Online,EMP449,3,1,Same Day,7,AED
ORD100074,22-03-2023,BR116,Germany,Munich,CUST6724,PROD459,Tablet,iPad Air,Lenovo,2,198.94,0.19,0.18,380.29,Debit Card,Online,EMP305,1,0,Express,4,INR
ORD100075,08-09-2024,BR88,India,Mumbai,CUST6295,PROD984,Laptop,HP Spectre x360,OnePlus,4,1521.17,0.23,0.18,5528.54,UPI,Online,EMP650,0,1,Express,8,GBP
ORD100076,09-10-2023,BR107,UAE,Dubai,CUST5703,PROD178,Tablet,Lenovo Tab P11,Samsung,3,950.4,0.01,0.18,3330.77,Credit Card,In-Store,EMP673,0,1,Express,10,INR
ORD100077,26-11-2023,BR92,UAE,Abu Dhabi,CUST2381,PROD616,TV,Sony Bravia 55,Apple,4,251.83,0.27,0.18,867.71,Debit Card,Online,EMP453,3,1,Express,9,AED
