OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD140001,09-03-2023,BR38,India,Bangalore,CUST8207,PROD775,Accessories,Wireless Mouse,Dell,2,1094.66,0.19,0.18,2092.55,UPI,Online,EMP670,3,1,Standard,10,USD
ORD140002,13-12-2023,BR23,UAE,Dubai,CUST7347,PROD212,TV,LG OLED 48,Sony,4,367.99,0.2,0.18,1389.53,UPI,Online,EMP972,2,1,Same Day,3,INR
ORD140003,07-12-2023,BR73,UK,Manchester,CUST3692,PROD542,TV,Sony Bravia 55,LG,3,711.7,0.07,0.18,2343.06,Net Banking,In-Store,EMP925,3,1,Same Day,8,GBP
ORD140004,31-07-2023,BR32,India,Pune,CUST9053,PROD552,TV,Sony Bravia 55,HP,5,951.65,0.25,0.18,4211.05,Net Banking,In-Store,EMP875,2,1,Express,7,AED
ORD140005,29-08-2023,BR13,UK,Birmingham,CUST9448,PROD524,Accessories,Bluetooth Headphones,Samsung,4,486.23,0.29,0.18,1629.45,Credit Card,Online,EMP442,2,1,Express,3,INR
ORD140006,16-06-2023,BR88,Germany,Munich,CUST2121,PROD265,Laptop,MacBook Air M2,Dell,1,651.31,0.06,0.18,722.43,Credit Card,In-Store,EMP325,3,0,Same Day,2,AED
ORD140007,29-06-2023,BR24,USA,Los Angeles,CUST2621,PROD915,Accessories,Wireless Mouse,OnePlus,3,380.63,0.24,0.18,1024.05,Credit Card,In-Store,EMP718,0,0,Express,7,GBP
ORD140008,15-03-2024,BR32,Germany,Berlin,CUST8862,PROD550,Tablet,Lenovo Tab P11,OnePlus,3,1242.18,0.08,0.18,4045.53,Cash,In-Store,EMP342,2,0,Standard,3,AED
ORD140009,14-10-2023,BR74,India,Delhi,CUST1600,PROD244,Laptop,MacBook Air M2,LG,4,1071.48,0.11,0.18,4501.07,UPI,In-Store,EMP497,3,1,Express,6,EUR
ORD140010,18-10-2023,BR19,India,Delhi,CUST8804,PROD550,Tablet,Lenovo Tab P11,Dell,2,779.42,0.19,0.18,1489.94,Cash,In-Store,EMP452,3,1,Standard,1,USD
ORD140011,15-07-2024,BR39,USA,Chicago,CUST3327,PROD368,Mobile,Samsung Galaxy S23,Apple,4,857.35,0.12,0.18,3561.09,Cash,In-Store,EMP202,3,1,Express,2,INR
ORD140012,28-09-2023,BR106,Germany,Hamburg,CUST3902,PROD443,Laptop,MacBook Air M2,Sony,2,920.67,0.26,0.18,1607.86,Cash,In-Store,EMP668,1,1,Express,7,USD
ORD140013,17-02-2024,BR3,Germany,Hamburg,CUST2837,PROD619,Tablet,iPad Air,Samsung,2,83.7,0.01,0.18,195.56,Net Banking,Online,EMP851,3,1,Same Day,2,EUR
ORD140014,10-03-2023,BR62,UAE,Abu Dhabi,CUST3341,PROD284,Laptop,MacBook Air M2,LG,3,1828.18,0.19,0.18,5242.12,UPI,Online,EMP403,1,1,Same Day,3,GBP
ORD140015,06-03-2023,BR109,Germany,Berlin,CUST4335,PROD348,TV,LG OLED 48,Lenovo,3,1663.16,0.23,0.18,4533.44,UPI,Online,EMP229,2,0,Express,3,EUR
ORD140016,07-03-2023,BR34,Germany,Hamburg,CUST8297,PROD391,Mobile,iPhone 14,Samsung,5,1992.57,0.15,0.18,9992.74,Cash,In-Store,EMP916,0,1,Express,4,GBP
ORD140017,04-08-2023,BR91,UK,Manchester,CUST9948,PROD519,Laptop,HP Spectre x360,Sony,3,141.15,0.03,0.18,484.68,Cash,In-Store,EMP283,2,0,Standard,8,AED
ORD140018,09-09-2024,BR39,UK,London,CUST4030,PROD536,Tablet,iPad Air,Lenovo,2,1118.97,0.12,0.18,2323.88,Net Banking,Online,EMP581,3,0,Express,6,GBP
ORD140019,13-09-2023,BR74,India,Mumbai,CUST5597,PROD689,Tablet,Samsung Galaxy Tab,Lenovo,4,346.91,0.28,0.18,1178.94,Debit Card,Online,EMP722,3,1,Standard,4,GBP
ORD140020,19-07-2024,BR82,UK,Birmingham,CUST3327,PROD674,Mobile,Samsung Galaxy S23,Dell,2,316.44,0.18,0.18,612.37,Debit Card,Online,EMP321,1,1,Standard,2,EUR
ORD140021,17-10-2024,BR115,Germany,Berlin,CUST3308,PROD274,TV,Sony Bravia 55,Sony,1,1691.58,0.04,0.18,1916.22,Net Banking,Online,EMP875,2,1,Same Day,10,EUR
ORD140022,05-09-2024,BR68,Germany,Hamburg,CUST2357,PROD392,Accessories,Keyboard,OnePlus,1,258.43,0.24,0.18,231.76,UPI,In-Store,EMP789,3,0,Same Day,6,AED
ORD140023,28-04-2024,BR98,UK,London,CUST1639,PROD108,Accessories,Keyboard,Sony,4,1459.28,0.06,0.18,6474.53,Debit Card,In-Store,EMP517,0,0,Same Day,7,GBP
ORD140024,05-11-2023,BR5,India,Bangalore,CUST3952,PROD498,Laptop,HP Spectre x360,HP,1,158.23,0.18,0.18,153.1,Net Banking,In-Store,EMP811,2,0,Express,5,GBP
ORD140025,12-01-2024,BR69,USA,Los Angeles,CUST3193,PROD970,Accessories,Bluetooth Headphones,OnePlus,1,692.77,0.06,0.18,768.42,Net Banking,Online,EMP686,1,0,Standard,7,INR
ORD140026,25-06-2024,BR29,UK,London,CUST2260,PROD764,Laptop,HP Spectre x360,LG,1,848.82,0.01,0.18,991.59,Debit Card,In-Store,EMP515,1,1,Express,8,USD
ORD140027,17-07-2023,BR104,UAE,Abu Dhabi,CUST1680,PROD177,Laptop,MacBook Air M2,LG,3,1084.89,0.08,0.18,3533.27,Cash,In-Store,EMP475,2,0,Standard,5,USD
ORD140028,23-05-2023,BR62,UAE,Dubai,CUST1871,PROD855,Tablet,Samsung Galaxy Tab,Apple,3,704.82,0.25,0.18,1871.3,Debit Card,Online,EMP802,2,1,Standard,5,INR
ORD140029,18-02-2024,BR105,Germany,Berlin,CUST5980,PROD778,Mobile,iPhone 14,Lenovo,1,639.86,0.17,0.18,626.68,Credit Card,In-Store,EMP647,3,0,Same Day,1,EUR
ORD140030,19-06-2024,BR76,UAE,Dubai,CUST3487,PROD312,Accessories,Bluetooth Headphones,Lenovo,4,401.22,0.15,0.18,1609.69,Credit Card,Online,EMP600,1,0,Express,1,USD
ORD140031,24-09-2023,BR50,UAE,Abu Dhabi,CUST6077,PROD774,Tablet,Lenovo Tab P11,Apple,4,1929.97,0.19,0.18,7378.66,Credit Card,In-Store,EMP223,3,0,Express,9,AED
ORD140032,27-06-2023,BR35,India,Mumbai,CUST2656,PROD233,TV,LG OLED 48,Apple,2,479.9,0.2,0.18,906.05,Debit Card,In-Store,EMP918,2,0,Express,8,GBP
ORD140033,02-03-2023,BR4,UAE,Abu Dhabi,CUST2818,PROD809,Tablet,Samsung Galaxy Tab,Samsung,2,350.12,0.1,0.18,743.65,Credit Card,Online,EMP440,2,0,Express,3,USD
ORD140034,08-01-2024,BR89,India,Delhi,CUST6591,PROD218,Tablet,iPad Air,LG,4,732.01,0.18,0.18,2833.17,Cash,In-Store,EMP233,1,0,Express,2,AED
ORD140035,11-04-2023,BR120,UK,Manchester,CUST4710,PROD137,TV,Sony Bravia 55,Samsung,2,762.5,0.25,0.18,1349.62,UPI,In-Store,EMP243,3,0,Express,1,EUR
ORD140036,06-02-2023,BR55,India,Pune,CUST2942,PROD996,Accessories,Wireless Mouse,HP,4,222.19,0.12,0.18,922.89,UPI,Online,EMP797,1,0,Standard,3,USD
