OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD115001,22-03-2024,BR60,India,Pune,CUST6501,PROD899,TV,Sony Bravia 55,Sony,5,878.09,0.2,0.18,4144.58,Cash,Online,EMP933,0,0,Express,4,USD
ORD115002,15-11-2024,BR83,UAE,Abu Dhabi,CUST5457,PROD930,TV,Sony Bravia 55,Sony,4,449.1,0.11,0.18,1886.58,Cash,In-Store,EMP658,0,0,Same Day,8,INR
ORD115003,21-02-2023,BR62,India,Delhi,CUST7482,PROD819,Tablet,Samsung Galaxy Tab,Apple,3,713.66,0.15,0.18,2147.4,Debit Card,Online,EMP948,0,0,Express,10,EUR
ORD115004,05-01-2023,BR97,USA,Los Angeles,CUST4936,PROD577,Mobile,OnePlus 11,HP,4,397.08,0.04,0.18,1799.25,UPI,In-Store,EMP972,3,1,Express,7,USD
ORD115005,20-09-2023,BR39,UK,Birmingham,CUST4851,PROD168,Mobile,Samsung Galaxy S23,Samsung,2,1420.92,0.09,0.18,3051.57,Debit Card,In-Store,EMP338,0,1,Standard,9,INR
ORD115006,30-04-2024,BR96,Germany,Hamburg,CUST7655,PROD261,Mobile,iPhone 14,LG,4,1547.17,0.01,0.18,7229.62,Credit Card,In-Store,EMP221,3,1,Same Day,8,GBP
ORD115007,06-12-2024,BR56,USA,New York,CUST1027,PROD618,Laptop,MacBook Air M2,OnePlus,4,153.67,0.13,0.18,631.03,UPI,In-Store,EMP303,3,0,Standard,5,AED
ORD115008,15-05-2024,BR84,USA,New York,CUST4741,PROD861,Accessories,Wireless Mouse,Apple,1,1186.68,0.08,0.18,1288.26,UPI,Online,EMP721,2,1,Express,4,AED
ORD115009,22-11-2023,BR104,USA,Chicago,CUST4946,PROD829,Laptop,HP Spectre x360,LG,2,1702.04,0.21,0.18,3173.28,Credit Card,In-Store,EMP227,0,1,Standard,2,GBP
ORD115010,31-05-2024,BR116,UK,Birmingham,CUST6551,PROD498,TV,Samsung QLED 50,Apple,4,1537.22,0.03,0.18,7038.01,Cash,Online,EMP517,3,0,Express,10,EUR
